Acc_X,Acc_Y,Acc_Z
-3.813347,-9.487112,-0.892861
-3.957938,-10.012405,0.475039
-3.064778,-9.450877,-0.577468
-2.806075,-9.798692,-0.947065
-3.860527,-9.792442,-1.218226
-3.128711,-9.572475,-0.84665
-2.74891,-9.448866,-0.218305
-4.08995,-9.660059,-0.678593
-4.262956,-9.90499,0.575433
-3.077324,-9.436006,-0.245107
-2.840882,-9.639136,-0.495519
-2.539141,-9.692472,-0.178332
-3.483434,-9.900833,-0.696664
-3.35346,-10.013732,0.683889
-3.435227,-9.697002,-0.694691
-2.579612,-9.452732,-0.248645
-3.492461,-10.149556,-0.437557
-3.206181,-8.928794,0.247346
-2.922074,-9.579575,0.064579
-3.761872,-9.616541,-0.039909
-3.63841,-9.888619,0.430746
-3.2469,-9.707,-1.166557
-2.903164,-9.322552,0.325304
-3.434623,-10.473454,-0.725918
-2.993852,-9.015997,0.246409
-3.458533,-9.964396,-0.504524
-3.4113,-9.221333,-0.01037
-3.091002,-9.916432,-0.098391
-3.481881,-9.726914,-0.804436
-3.688122,-10.080424,0.784173
-2.970007,-9.241733,-0.903067
-2.913444,-9.54188,-0.443455
-3.060113,-9.873962,-0.810162
-3.078272,-9.770755,0.87256
-3.455907,-10.256477,-0.109464
-2.646418,-9.412125,0.017568
-3.660981,-10.084571,-0.538326
-3.179917,-9.000893,-0.089638
-2.959298,-9.462482,0.300683
-3.925568,-9.445142,-0.086644
-3.513174,-9.767039,0.897262
-3.353412,-9.821098,-1.005216
-3.139467,-9.586614,0.834045
-3.075497,-10.048675,-0.853031
-2.729584,-9.25484,0.315577
-3.305112,-9.80512,-0.291078
-3.134256,-9.405252,-0.043307
-3.093891,-9.840848,0.246813
-3.271332,-9.513652,-0.806937
-3.151028,-9.816179,0.355555
-3.197862,-10.085558,-0.445638
-2.856445,-9.196906,-0.185809
-3.326235,-9.994194,-0.311029
