Acc_X,Acc_Y,Acc_Z
0.204686,-9.899066,-0.840408
0.163481,-9.907977,-0.821938
0.135749,-9.904918,-0.80571
0.189158,-9.905669,-0.796369
0.220646,-9.904722,-0.817338
0.279934,-9.902856,-0.835705
0.261112,-9.900929,-0.79507
0.311627,-9.901822,-0.828511
0.284709,-9.904506,-0.799199
0.196868,-9.906115,-0.768734
0.262374,-9.899396,-0.854194
0.326791,-9.897398,-0.880168
0.333006,-9.898067,-0.824997
0.276143,-9.903324,-0.787421
0.20309,-9.904289,-0.797096
0.112405,-9.909439,-0.824598
0.15364,-9.901325,-0.858847
0.22783,-9.897324,-0.890542
0.310176,-9.894785,-0.913975
0.282387,-9.893625,-0.912741
0.235307,-9.894478,-0.941848
0.20957,-9.899267,-0.906667
0.214558,-9.90279,-0.828455
0.229353,-9.901169,-0.820312
0.264237,-9.904053,-0.819876
0.254262,-9.902592,-0.824864
0.21194,-9.905595,-0.826986
0.202219,-9.901823,-0.829526
0.213893,-9.903322,-0.84189
0.298754,-9.904119,-0.821339
0.261347,-9.90799,-0.751025
0.25373,-9.908044,-0.737809
0.259051,-9.904055,-0.771594
0.24009,-9.907191,-0.807905
0.188151,-9.905816,-0.778924
0.172183,-9.910164,-0.749935
0.171093,-9.903201,-0.785559
0.19286,-9.907626,-0.818206
0.154333,-9.910674,-0.811751
0.131493,-9.909575,-0.718853
0.165544,-9.915028,-0.704621
0.225132,-9.909371,-0.742928
0.204831,-9.907845,-0.75799
0.197733,-9.907776,-0.758756
0.181705,-9.912565,-0.758425
0.184733,-9.908496,-0.770831
0.187557,-9.90698,-0.811096
0.200659,-9.905252,-0.814289
0.210568,-9.905452,-0.803581
0.196124,-9.908497,-0.786357
0.184963,-9.909243,-0.765941
0.177248,-9.906714,-0.771792
0.142799,-9.907625,-0.813635
0.134747,-9.905813,-0.851145
0.182767,-9.902122,-0.85579
0.191215,-9.901657,-0.848008
0.134686,-9.908909,-0.823801
0.113736,-9.907643,-0.817616
0.171673,-9.907845,-0.815596
0.315181,-9.904983,-0.798395
0.278803,-9.903257,-0.764476
0.252787,-9.908932,-0.746309
0.226927,-9.908644,-0.757494
0.201389,-9.910305,-0.76767
0.210766,-9.908776,-0.773522
0.223912,-9.902982,-0.755741
0.201058,-9.906467,-0.776708
0.166474,-9.906048,-0.803052
0.159359,-9.907447,-0.818281
0.195616,-9.905307,-0.826333
